País,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto,Destacado,Ingresados Si/No
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,Si,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Materiales,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,10,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,3,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecánica,8,10,Si,Si,,,,,,,,,,,,
México,,M,Ing. Materiales,8,10,Si,Si,,Do Not Recommend,Highly Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Materiales,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,9,10,Si,Si,,,,,,,,,,,,
México,,F,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Materiales,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Highly Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Materiales,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,Si,Si,,Highly Recommend,Highly Recommend,Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Tecnologías de Software,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,Si,Si,,,,,,,,,,,,
México,,M,Ing. Materiales,9,10,Si,Si,,Highly Recommend,Highly Recommend,Highly Recommend,Recommend,Highly Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Materiales,9,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,Si,Si,,Do Not Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,F,Ing. Manufactura,9,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,11,12,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,11,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,10,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,12,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Recommend,Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,10,11,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,F,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Manufactura,7,10,Si,Si,,Highly Recommend,Recommend,Recommend,Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,Si,Si,,Do Not Recommend,Highly Recommend,Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Tecnologías de Software,8,10,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Recommend,Apto,Destacado,,Apto,,
México,,F,Ing. Materiales,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Manufactura,7,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,7,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Administración de Sistemas,11,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,10,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Administración de Sistemas,1,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,7,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Manufactura,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Manufactura,10,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Materiales,9,10,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Tecnologías de Software,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Materiales,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,12,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Materiales,9,9,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,7,10,,,,,,,,,,,,,,
México,,F,Ing. Materiales,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Administración de Sistemas,9,11,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,Apto,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,3,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Tecnologías de Software,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,7,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,F,Ing. Materiales,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,7,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,3,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Aeronáutica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,9,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,10,10,Si,Si,,Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,7,11,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,Si,Si,,Recommend,Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Materiales,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
